property_id,postcode,city,area,property_type,bedrooms,bathrooms,rent_pcm,sale_price,size_sqft,furnished,parking,garden,balcony,pets_allowed,available_date,amenities,description,latitude,longitude
P-1666,E20 4HP,London,Stratford,flat,1,1,3075,,696,False,False,False,True,True,2026-08-08,concierge|pet-friendly|school,"A well-presented 1-bed flat in Stratford priced at £3075 pcm. Highlights include concierge, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.552437,0.006471
P-1667,E8 2AK,London,Hackney,flat,2,2,3100,,885,True,True,True,True,True,2026-09-06,balcony|concierge|garden|parking|pet-friendly|school,"A well-presented 2-bed flat in Hackney priced at £3100 pcm. Highlights include balcony, concierge, garden, parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.535728,-0.040357
P-1668,SW6 5EM,London,Fulham,flat,3,3,4475,,1271,False,True,True,False,True,2026-09-16,garden|parking|pet-friendly|transport,"A well-presented 3-bed flat in Fulham priced at £4475 pcm. Highlights include garden, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.490819,-0.164608
P-1669,EC2A 7DM,London,Shoreditch,flat,2,3,4050,,1082,True,False,True,True,True,2026-08-06,balcony|garden|gym|pet-friendly,"A well-presented 2-bed flat in Shoreditch priced at £4050 pcm. Highlights include balcony, garden, gym, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.503721,-0.08454
P-1670,SW11 7AN,London,Battersea,house,3,3,4675,,1117,True,True,False,True,False,2026-08-04,balcony|concierge|transport|workspace,"A well-presented 3-bed house in Battersea priced at £4675 pcm. Highlights include balcony, concierge, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471224,-0.191393
P-1671,E14 7AL,London,Canary Wharf,flat,3,3,4225,,1120,True,True,False,True,True,2026-08-27,balcony|parking|pet-friendly|school|workspace,"A well-presented 3-bed flat in Canary Wharf priced at £4225 pcm. Highlights include balcony, parking, pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.495238,-0.001007
P-1672,NW1 1FK,London,Camden,flat,2,2,3550,,982,True,True,False,True,True,2026-09-22,balcony|gym|parking|pet-friendly|transport,"A well-presented 2-bed flat in Camden priced at £3550 pcm. Highlights include balcony, gym, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.535199,-0.143006
P-1673,N1 2AP,London,Islington,house,1,2,2950,,832,False,False,True,True,True,2026-08-09,concierge|garden|pet-friendly,"A well-presented 1-bed house in Islington priced at £2950 pcm. Highlights include concierge, garden, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.531135,-0.102389
P-1674,NW1 2CP,London,Camden,flat,1,2,3225,,686,True,True,False,False,True,2026-10-09,gym|parking|river-view|school|workspace,"A well-presented 1-bed flat in Camden priced at £3225 pcm. Highlights include gym, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.558466,-0.107479
P-1675,E20 8DN,London,Stratford,flat,2,3,2775,,1024,False,False,False,True,False,2026-08-12,balcony|gym|river-view|transport,"A well-presented 2-bed flat in Stratford priced at £2775 pcm. Highlights include balcony, gym, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.539226,0.010595
P-1676,E14 7AK,London,Canary Wharf,flat,1,2,3025,,762,False,True,True,True,True,2026-08-28,balcony|concierge|garden|parking|school|transport,"A well-presented 1-bed flat in Canary Wharf priced at £3025 pcm. Highlights include balcony, concierge, garden, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.528219,-0.019093
P-1677,SW11 9BK,London,Battersea,maisonette,3,3,4650,,1284,True,True,False,True,False,2026-09-27,balcony|parking|river-view|transport|workspace,"A well-presented 3-bed maisonette in Battersea priced at £4650 pcm. Highlights include balcony, parking, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.468211,-0.165034
P-1678,E8 1HN,London,Hackney,flat,1,2,3100,,588,True,False,True,True,True,2026-09-29,balcony|garden|gym|pet-friendly|transport|workspace,"A well-presented 1-bed flat in Hackney priced at £3100 pcm. Highlights include balcony, garden, gym, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.559551,-0.024073
P-1679,N1 1CL,London,Islington,studio,0,1,2575,,773,True,True,True,True,True,2026-08-27,balcony|garden|river-view|school|transport,"A well-presented 0-bed studio in Islington priced at £2575 pcm. Highlights include balcony, garden, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.554485,-0.070858
P-1680,SW4 6BP,London,Clapham,flat,1,2,3075,,702,True,False,False,True,False,2026-08-26,balcony|gym|school|transport,"A well-presented 1-bed flat in Clapham priced at £3075 pcm. Highlights include balcony, gym, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.481022,-0.149825
P-1681,SW11 3EJ,London,Battersea,flat,3,3,4250,,1308,True,True,False,False,True,2026-10-16,concierge|parking|pet-friendly|school|transport,"A well-presented 3-bed flat in Battersea priced at £4250 pcm. Highlights include concierge, parking, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.477842,-0.165283
P-1682,SW4 5DN,London,Clapham,maisonette,4,3,4725,,1681,False,False,True,True,True,2026-09-12,balcony|garden|pet-friendly,"A well-presented 4-bed maisonette in Clapham priced at £4725 pcm. Highlights include balcony, garden, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.46379,-0.153151
P-1683,SE10 3DN,London,Greenwich,flat,2,2,2700,,1060,True,True,False,True,False,2026-08-16,balcony|concierge|gym|parking|river-view|transport,"A well-presented 2-bed flat in Greenwich priced at £2700 pcm. Highlights include balcony, concierge, gym, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.478639,-0.01151
P-1684,CR0 7DM,London,Croydon,flat,1,2,2175,,701,True,True,True,True,True,2026-09-13,concierge|garden|parking|pet-friendly|workspace,"A well-presented 1-bed flat in Croydon priced at £2175 pcm. Highlights include concierge, garden, parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.389028,-0.096559
P-1685,E20 1CK,London,Stratford,house,4,3,4400,,1487,True,False,False,True,True,2026-08-27,balcony|gym|pet-friendly|transport,"A well-presented 4-bed house in Stratford priced at £4400 pcm. Highlights include balcony, gym, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.526816,-0.022656
P-1686,SE10 8CL,London,Greenwich,maisonette,2,2,3425,,1031,False,True,False,True,True,2026-09-23,gym|parking|transport,"A well-presented 2-bed maisonette in Greenwich priced at £3425 pcm. Highlights include gym, parking, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.473092,-0.014884
P-1687,SE10 7CJ,London,Greenwich,flat,2,2,3175,,857,True,False,False,False,True,2026-07-27,gym|pet-friendly|river-view|school|transport,"A well-presented 2-bed flat in Greenwich priced at £3175 pcm. Highlights include gym, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.49581,0.011405
P-1688,EC2A 2HK,London,Shoreditch,flat,3,3,4300,,1286,True,True,True,True,False,2026-08-21,balcony|garden|parking|workspace,"A well-presented 3-bed flat in Shoreditch priced at £4300 pcm. Highlights include balcony, garden, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.53254,-0.04919
P-1689,E20 3CM,London,Stratford,maisonette,1,2,3325,,598,False,True,False,False,False,2026-09-04,concierge|gym|parking|transport|workspace,"A well-presented 1-bed maisonette in Stratford priced at £3325 pcm. Highlights include concierge, gym, parking, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.536962,0.004196
P-1690,SW19 2AK,London,Wimbledon,flat,1,2,3700,,628,False,False,True,False,True,2026-08-11,concierge|garden|pet-friendly|school|transport|workspace,"A well-presented 1-bed flat in Wimbledon priced at £3700 pcm. Highlights include concierge, garden, pet-friendly, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.41116,-0.204865
P-1691,NW1 5CJ,London,Camden,studio,0,1,2800,,607,True,False,False,False,True,2026-08-09,pet-friendly|river-view|school|workspace,"A well-presented 0-bed studio in Camden priced at £2800 pcm. Highlights include pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.520412,-0.137956
P-1692,SE10 6CP,London,Greenwich,house,2,2,3625,,938,False,True,False,True,True,2026-09-11,balcony|parking|pet-friendly|river-view|workspace,"A well-presented 2-bed house in Greenwich priced at £3625 pcm. Highlights include balcony, parking, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472547,-0.027129
P-1693,E8 4BK,London,Hackney,flat,2,2,3775,,985,True,False,True,True,False,2026-07-24,balcony|garden|river-view|school|transport|workspace,"A well-presented 2-bed flat in Hackney priced at £3775 pcm. Highlights include balcony, garden, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.561795,-0.079458
P-1694,EC2A 6FK,London,Shoreditch,maisonette,2,2,4025,,866,False,True,False,False,True,2026-09-20,parking|river-view|school,"A well-presented 2-bed maisonette in Shoreditch priced at £4025 pcm. Highlights include parking, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.499295,-0.060539
P-1695,SE10 1GL,London,Greenwich,house,3,3,3275,,1298,True,True,False,True,True,2026-10-21,balcony|gym|parking|school|transport|workspace,"A well-presented 3-bed house in Greenwich priced at £3275 pcm. Highlights include balcony, gym, parking, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471024,0.021612
P-1696,E20 7CK,London,Stratford,flat,3,3,3050,,1105,True,True,False,True,True,2026-08-10,concierge|river-view|transport,"A well-presented 3-bed flat in Stratford priced at £3050 pcm. Highlights include concierge, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.543916,-0.020919
P-1697,SW11 5BK,London,Battersea,flat,4,3,4775,,1446,True,True,False,True,True,2026-10-14,balcony|parking|pet-friendly|river-view|workspace,"A well-presented 4-bed flat in Battersea priced at £4775 pcm. Highlights include balcony, parking, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.464743,-0.206017
P-1698,E14 9EN,London,Canary Wharf,flat,1,2,2750,,625,False,False,False,True,False,2026-09-01,balcony|concierge|school|transport,"A well-presented 1-bed flat in Canary Wharf priced at £2750 pcm. Highlights include balcony, concierge, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.494267,-0.027809
